Action,Specific point / Chapter,Actor name,Actor Name New,Country,"Affiliation
1) civil society/NGO 2) business organisations 3) consulting 4) government 5) academia 6) personal"
Action 14,Make dispute resolution mechanisms more effective,Loyens & Loeff,Loyens & Loeff,Netherlands,3
Action 14,Make dispute resolution mechanisms more effective,Maisto e Associati,Maisto e Associati,italy,3
Action 14,Make dispute resolution mechanisms more effective,Matheson,Matheson,world,3
Action 14,Make dispute resolution mechanisms more effective,MEDEF,MEDEF,France,2
Action 14,Make dispute resolution mechanisms more effective,NFTC,National Foreign Trade Council (NFTC),US,2
Action 14,Make dispute resolution mechanisms more effective,PwC,PwC,world,3
Action 14,Make dispute resolution mechanisms more effective,Quantera Global,Quantera Global,world,3
Action 14,Make dispute resolution mechanisms more effective,RBRT,RBRT,canada,5
Action 14,Make dispute resolution mechanisms more effective,SABMiller,SABMiller,UK,2
Action 14,Make dispute resolution mechanisms more effective,Siemens,Siemens,Germany,2
Action 14,Make dispute resolution mechanisms more effective,Studio Tributario Tognolo,Studio Tributario Tognolo,italy,3
Action 14,Make dispute resolution mechanisms more effective,Taxand,Taxand,world,3
Action 14,Make dispute resolution mechanisms more effective,TD Bank,TD Bank,US,2
Action 14,Make dispute resolution mechanisms more effective,TEI,"Tax Executives Institute, Inc",world,3
Action 14,Make dispute resolution mechanisms more effective,Tribute,Tribute,world,3
Action 14,Make dispute resolution mechanisms more effective,TUAC,Trade Union Advisory Committee to the OECD (TUAC),world,3
Action 14,Make dispute resolution mechanisms more effective,USCIB,United States Council for International Business (USCIB),US,3
Action 10,Use of profit splits in the context of global value chains,AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
Action 10,Use of profit splits in the context of global value chains,,BBA (British Bankers’ Association),UK,2
Action 10,Use of profit splits in the context of global value chains,AlixPartners LLP,AlixPartners LLP,US,3
Action 10,Use of profit splits in the context of global value chains,AOTCA (Asia Oceania Tax Consultants Association),AOTCA (Asia Oceania Tax Consultants Association),asia,3
Action 10,Use of profit splits in the context of global value chains,Association of Banks in Singapore (ABS),Association of Banks in Singapore (ABS),singapore,2
Action 10,Use of profit splits in the context of global value chains,BDI,BDI,Germany,2
Action 10,Use of profit splits in the context of global value chains,BDO,BDO,world,3
Action 10,Use of profit splits in the context of global value chains,BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
Action 10,Use of profit splits in the context of global value chains,BIAC,BIAC,world,2
Action 10,Use of profit splits in the context of global value chains,Brose Fahrzeugteile GmbH & Co KG,Brose Fahrzeugteile GmbH & Co KG,Germany,2
Action 10,Use of profit splits in the context of global value chains,BusinessEurope,BusinessEurope,europe,2
Action 10,Use of profit splits in the context of global value chains,Canadian Bankers Association,Canadian Bankers Association,canada,2
Action 10,Use of profit splits in the context of global value chains,CBI,CBI (Confederation of British Industry),UK,2
Action 10,Use of profit splits in the context of global value chains,Centrum Cen Transferowych (CCT),Centrum Cen Transferowych (CCT),Poland,2
Action 10,Use of profit splits in the context of global value chains,China International Tax Center - IFA China,China International Tax Center,China,5
Action 10,Use of profit splits in the context of global value chains,,IFA China,China,2
Action 10,Use of profit splits in the context of global value chains,Canadian Life and Health Insurance Association (CLHIA),Canadian Life and Health Insurance Association (CLHIA),canada,2
Action 10,Use of profit splits in the context of global value chains,Confederation of Indian Industry (CII),Confederation of Indian Industry (CII),india,2
Action 10,Use of profit splits in the context of global value chains,Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
Action 10,Use of profit splits in the context of global value chains,Deloitte LLP (UK),Deloitte,world,3
Action 10,Use of profit splits in the context of global value chains,Deloitte,Deloitte,world,3
Action 10,Use of profit splits in the context of global value chains,DRTP Consulting Inc.,DRTP Consulting Inc.,world,3
Action 10,Use of profit splits in the context of global value chains,Duff and Phelps,Duff & Phelps,world,3
Action 10,Use of profit splits in the context of global value chains,"Economics Partners, LLC","Economics Partners, LLC",US,3
Action 10,Use of profit splits in the context of global value chains,EY,EY,world,3
Action 10,Use of profit splits in the context of global value chains,FCA (Fiat Chrysler Automobiles),FCA (Fiat Chrysler Automobiles),italy,2
Action 10,Use of profit splits in the context of global value chains,,FCA (Fiat Chrysler Automobiles),US,2
Action 10,Use of profit splits in the context of global value chains,Dr Frank Schoeneborn,Dr Frank Schoeneborn,Germany,5
Action 10,Use of profit splits in the context of global value chains,Gazprom Marketing and Trading Ltd,Gazprom,Russia,2
Action 10,Use of profit splits in the context of global value chains,Grant Thornton International Ltd,Grant Thornton,world,3
Action 10,Use of profit splits in the context of global value chains,IAPT,IAPT,world,2
Action 10,Use of profit splits in the context of global value chains,ICC,ICC,world,2
Action 10,Use of profit splits in the context of global value chains,ICI Global,ICI Global,US,3
Action 10,Use of profit splits in the context of global value chains,IFA Grupo Mexicano (Mexican Branch of the International Fiscal Association),IFA Mexico,Mexico,1
Action 10,Use of profit splits in the context of global value chains,IHG,IHG,UK,2
Action 10,Use of profit splits in the context of global value chains,Irish Tax Institute,Irish Tax Institute,Ireland,3
Action 10,Use of profit splits in the context of global value chains,Japan Foreign Trade Council (JFTC),Japan Foreign Trade Council (JFTC),Japan,2
Action 10,Use of profit splits in the context of global value chains,Johan H Müller,Johan H Müller,Germany,5
Action 10,Use of profit splits in the context of global value chains,Keidanren,Keidanren,Japan,2
Action 10,Use of profit splits in the context of global value chains,KPMG,KPMG,world,3
Action 10,Use of profit splits in the context of global value chains,Macfarlanes LLP,MacFarlanes,UK,3
Action 10,Use of profit splits in the context of global value chains,MEDEF,MEDEF,France,2
Action 10,Use of profit splits in the context of global value chains,NERA,NERA,world,3
Action 10,Use of profit splits in the context of global value chains,NFTC,National Foreign Trade Council (NFTC),US,2
Action 10,Use of profit splits in the context of global value chains,Oddleif Torvik,Oddleif Torvik,norway,3
Action 10,Use of profit splits in the context of global value chains,PwC,PwC,world,3
Action 10,Use of profit splits in the context of global value chains,Rahul K Mitra and Nishant Saini,Rahul K Mitra and Nishant Saini,india,5
Action 10,Use of profit splits in the context of global value chains,Reed Elsevier Group,Reed Elsevier,world,3
Action 10,Use of profit splits in the context of global value chains,Richter,Richter,canada,3
Action 10,Use of profit splits in the context of global value chains,Roever Broenner Susat (RBS),Roever Broenner Susat (RBS),Germany,3
Action 10,Use of profit splits in the context of global value chains,Silicon Valley Tax Directors Group and TechNet,Silicon Valley Tax Directors Group (SVTDG),US,2
Action 10,Use of profit splits in the context of global value chains,,TechNet,US,2
Action 10,Use of profit splits in the context of global value chains,SIX Group Ltd,SIX Group Ltd,switzerland,2
Action 10,Use of profit splits in the context of global value chains,Studio Biscozzi Nobili,Studio Biscozzi Nobili,italy,3
Action 10,Use of profit splits in the context of global value chains,TAJ,"TAJ, Societe d'Avocats",France,3
Action 10,Use of profit splits in the context of global value chains,Taxand,Taxand,world,3
Action 10,Use of profit splits in the context of global value chains,TEI,"Tax Executives Institute, Inc",world,3
Action 10,Use of profit splits in the context of global value chains,TPA Global,TPA Global,world,3
Action 10,Use of profit splits in the context of global value chains,Treaty Policy Working Group,Treaty Policy Working Group,world,2
Action 10,Use of profit splits in the context of global value chains,United States Council for International Business (USCIB),United States Council for International Business (USCIB),US,3
Action 10,Use of profit splits in the context of global value chains,WTS,WTS Tax Legal Consulting,Germany,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",ABI,ABI,UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,BBA (British Bankers’ Association),UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Agata Uceda,Agata Uceda,France,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Alessio Rombolotti Axelrod,Alessio Rombolotti Axelrod,italy,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",AlixPartners LLP,AlixPartners LLP,US,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Amir Pichhadze,Amir Pichhadze,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",AOTCA (Asia Oceania Tax Consultants Association),AOTCA (Asia Oceania Tax Consultants Association),asia,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Asociacion Argentina De Estudios Fiscales -AAEF,Asociacion Argentina De Estudios Fiscales (AAEF),Argentina,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",AstraZeneca,AstraZeneca,Sweden,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,AstraZeneca,UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Australian Bankers' Association (ABA),Australian Bankers' Association (ABA),Australia,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Banking and Finance Company Working Group on BEPS,Banking and Finance Company Working Group on BEPS,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Barsalou Lawson Rheault,Barsalou Lawson Rheault,canada,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",BDI,BDI,Germany,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",BDO,BDO,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",BIAC,BIAC,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",BusinessEurope,BusinessEurope,europe,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Canadian Bankers Association,Canadian Bankers Association,canada,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",CBI,CBI (Confederation of British Industry),UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",CIOT,CIOT,UK,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Canadian Life and Health Insurance Association (CLHIA),Canadian Life and Health Insurance Association (CLHIA),canada,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Confederation of Indian Industry (CII),Confederation of Indian Industry (CII),india,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Deloitte LLP (UK),Deloitte,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Deloitte,Deloitte,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Diamond,"Diamond, John W.",US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",DRTP Consulting Inc.,DRTP Consulting Inc.,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Duff and Phelps,Duff & Phelps,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",EBIT,EBIT,europe,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",EY,EY,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Federation Bancaire Française (FBF),Federation Bancaire Française (FBF),France,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Fédération Française des Sociétés d'Assurances (FFSA),Fédération Française des Sociétés d'Assurances (FFSA),France,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",FIDAL,FIDAL,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Gazprom Marketing and Trading Ltd,Gazprom,Russia,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",GFIA,GFIA,belgium,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Grant Thornton International Ltd,Grant Thornton,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Grove Tax Policy Institute,Grove Tax Policy Institute,US,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Harris Consulting & Tax Ltd,Harris Consulting & Tax Ltd,Israel,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Horst Frisch,Horst Frisch,US,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",I.J.J. Burgers and A.J. van Herwaarden,I.J.J. Burgers and A.J. van Herwaarden,Netherlands,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",IAPT,IAPT,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Ibec,Ibec,Ireland,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",ICC (Transfer Pricing and Customs Valuation 2015),ICC,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",ICC,ICC,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",ICI,ICI Global,US,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",IFA Grupo Mexicano (Mexican Branch of the International Fiscal Association),IFA Mexico,Mexico,1
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",IHG,IHG,UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Insurance Company Working Group on BEPS,Insurance Company Working Group on BEPS,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Irish Tax Institute,Irish Tax Institute,Ireland,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",IUA,IUA,UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",JFTC,Japan Foreign Trade Council (JFTC),Japan,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Jim Steward,Jim Steward,Ireland,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Juan Zornoza Perez and Aitor Navarro Ibarrola,Juan Zornoza Perez,Spain,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,Aitor Navarro Ibarrola,Spain,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Keidanren,Keidanren,Japan,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",KPMG,KPMG,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",ktMINE,ktMINE,US,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Loyens & Loeff N.V,Loyens & Loeff,Netherlands,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Macfarlanes LLP,MacFarlanes,UK,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Matheson,Matheson,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",MDW Consulting INC,MDW Consulting INC,canada,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",MEDEF,MEDEF,France,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",NERA,NERA,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",NFTC,National Foreign Trade Council (NFTC),US,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Noble,Noble,UK,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Patrick Breslin,NERA,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Patrick Breslin (Transfer Pricing Report),NERA,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)","Peter Barnes, Sean Foley, Matthew Frank, George Korenko, Mark Martin, Sam Maruca, Craig Sharon",Peter Barnes,UK,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,Sean Foley,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,Matthew Frank,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,George Korenko,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,Mark Martin,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,Sam Maruca,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,Craig Sharon,US,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Pitcher Partners,Pitcher Partners,Australia,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",PMR,PMR,canada,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Praxity,Praxity Global Alliance Ltd.,UK,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",PwC,PwC,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Quantera Global,Quantera Global,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Reed Elsevier,Reed Elsevier,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Richard Tremblay and Al-Nawaz Nanji,Richard Tremblay and Al-Nawaz Nanji,canada,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Robert Miall,Robert Miall,UK,5
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Roever Broenner Susat (RBS),Roever Broenner Susat (RBS),Germany,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",RSM International Limited,RSM International Limited,UK,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Ryan,Ryan,US,4
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Silicon Valley Tax Directors Group and TechNet,Silicon Valley Tax Directors Group (SVTDG),US,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",,TechNet,US,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",SwissHoldings,SwissHoldings,switzerland,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)","Tax Executives Institute, Inc","Tax Executives Institute, Inc",world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",TPA Global,TPA Global,world,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Treaty Policy Working Group,Treaty Policy Working Group,world,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",Transocean,Transocean,switzerland,2
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",USCIB,United States Council for International Business (USCIB),US,3
"Actions 08, 09 & 10","Revisions to chapter i of the transfer pricing guidelines (including risk, recharacterisation, and special measures)",WSBI-ESBG,WSBI-ESBG,europe,2
Action 06,Treaty Abuse (April 2014),BIAC,BIAC,world,2
Action 06,Treaty Abuse (April 2014),Alternative Investment Management Association (AIMA),Alternative Investment Management Association (AIMA),UK,2
Action 06,Treaty Abuse (April 2014),Association of British Insurers (ABI),Association of British Insurers (ABI),UK,2
Action 06,Treaty Abuse (April 2014),AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
Action 06,Treaty Abuse (April 2014),,BBA (British Bankers’ Association),UK,2
Action 06,Treaty Abuse (April 2014),AFEP,AFEP,France,2
Action 06,Treaty Abuse (April 2014),Association of Global Custodians,Association of Global Custodians,US,2
Action 06,Treaty Abuse (April 2014),Association of the Luxembourg Fund Industry,Association of the Luxembourg Fund Industry,Luxembourg,2
Action 06,Treaty Abuse (April 2014),Association of Real Estate Funds (AREF),Association of Real Estate Funds (AREF),UK,2
Action 06,Treaty Abuse (April 2014),AstraZeneca UK Limited,AstraZeneca,Sweden,2
Action 06,Treaty Abuse (April 2014),,AstraZeneca,UK,2
Action 06,Treaty Abuse (April 2014),Banking and Finance Company Working Group on BEPS,Banking and Finance Company Working Group on BEPS,world,2
Action 06,Treaty Abuse (April 2014),BASF,BASF,Germany,2
Action 06,Treaty Abuse (April 2014),BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
Action 06,Treaty Abuse (April 2014),BHP Billiton,BHP Billiton,Australia,2
Action 06,Treaty Abuse (April 2014),Reed Elsevier,Reed Elsevier,world,3
Action 06,Treaty Abuse (April 2014),Unilever,Unilever,UK,2
Action 06,Treaty Abuse (April 2014),,Unilever,Netherlands,2
Action 06,Treaty Abuse (April 2014),BlackRock Investment Management (UK) (Limited),BlackRock Investment Management,US,2
Action 06,Treaty Abuse (April 2014),Capital Group Companies Global,Capital Group Companies Global,US,2
Action 06,Treaty Abuse (April 2014),Fidelity Worldwide Investment,Fidelity Worldwide Investment,US,3
Action 06,Treaty Abuse (April 2014),M&G Securities Limited,M&G Group,UK,2
Action 06,Treaty Abuse (April 2014),Pioneer Investment Management Ltd,Pioneer Investment Management Ltd,US,2
Action 06,Treaty Abuse (April 2014),Robeco,Robeco,Netherlands,2
Action 06,Treaty Abuse (April 2014),Schroder Investment Management Ltd,Schroder Investment Management Ltd,UK,2
Action 06,Treaty Abuse (April 2014),State Street Global Advisors,State Street Global Advisors,US,3
Action 06,Treaty Abuse (April 2014),UBS Global Asset Management,UBS Global Asset Management,switzerland,2
Action 06,Treaty Abuse (April 2014),British Private Equity and Venture Capital Association (BVCA),British Private Equity and Venture Capital Association (BVCA),UK,2
Action 06,Treaty Abuse (April 2014),British Property Federation,British Property Federation,UK,2
Action 06,Treaty Abuse (April 2014),BusinessEurope,BusinessEurope,europe,2
Action 06,Treaty Abuse (April 2014),Capital Markets Tax Committee of Asia,Capital Markets Tax Committee of Asia,asia,3
Action 06,Treaty Abuse (April 2014),Chartered Institute of Taxation (CIOT),Chartered Institute of Taxation (CIOT),UK,5
Action 06,Treaty Abuse (April 2014),Christian Aid,Christian Aid,UK,1
Action 06,Treaty Abuse (April 2014),Clifford Chance LLP,Clifford Chance LLP,UK,3
Action 06,Treaty Abuse (April 2014),Commercial Real Estate Finance Council Europe,Commercial Real Estate Finance Council Europe,europe,3
Action 06,Treaty Abuse (April 2014),Confédération Fiscale Européenne (CFE),Confédération Fiscale Européenne (CFE),europe,3
Action 06,Treaty Abuse (April 2014),CBI,CBI (Confederation of British Industry),UK,2
Action 06,Treaty Abuse (April 2014),Confederation of Indian Industry (CII),Confederation of Indian Industry (CII),india,2
Action 06,Treaty Abuse (April 2014),VNO-NCW,VNO-NCW (Confederation of Netherlands Industry and Employers),Netherlands,2
Action 06,Treaty Abuse (April 2014),Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
Action 06,Treaty Abuse (April 2014),The Consultative Committee of Accountancy Bodies-Ireland,The Consultative Committee of Accountancy Bodies,UK,3
Action 06,Treaty Abuse (April 2014),Crowe Horwath,Crowe Horwath,US,3
Action 06,Treaty Abuse (April 2014),Deloitte,Deloitte,world,3
Action 06,Treaty Abuse (April 2014),NOB (Nederlandse Orde van Belastingadviseurs),NOB (Nederlandse Orde van Belastingadviseurs),Netherlands,3
Action 06,Treaty Abuse (April 2014),Efama,Efama,europe,2
Action 06,Treaty Abuse (April 2014),Ernst & Young,Ernst & Young,world,3
Action 06,Treaty Abuse (April 2014),INREV (European Association for Investors in Non-Listed Real Estate Vehicles),INREV (European Association for Investors in Non-Listed Real Estate Vehicles),Netherlands,3
Action 06,Treaty Abuse (April 2014),European Business Initiative on Taxation (EBIT),European Business Initiative on Taxation (EBIT),europe,3
Action 06,Treaty Abuse (April 2014),European Public Real Estate Association,European Public Real Estate Association,europe,2
Action 06,Treaty Abuse (April 2014),Federation of German Industries (BDI),Federation of German Industries (BDI),Germany,2
Action 06,Treaty Abuse (April 2014),Gazprom Marketing and Trading Ltd,Gazprom,Russia,2
Action 06,Treaty Abuse (April 2014),ZIA (German Property Federation),ZIA (German Property Federation),Germany,2
Action 06,Treaty Abuse (April 2014),Ibec,Ibec,Ireland,2
Action 06,Treaty Abuse (April 2014),ICAEW Tax Representation,ICAEW,UK,3
Action 06,Treaty Abuse (April 2014),,ICAEW,Ireland,3
Action 06,Treaty Abuse (April 2014),Insurance Company Working Group on BEPS,Insurance Company Working Group on BEPS,world,2
Action 06,Treaty Abuse (April 2014),InterContinental Hotels Group (IHG),InterContinental Hotels Group (IHG),UK,2
Action 06,Treaty Abuse (April 2014),International Alliance for Principled Taxation (IAPT),International Alliance for Principled Taxation (IAPT),world,2
